,companyName,auxiliaryName,businessIdentityCode,registerNumberInHomeState,address,address2,businessAddress,locationOfHeadOffice,zipCode,city,homeState,telephone,telefax,wwwAddress,groups,personsInCharge,supervisorsInFSA,authorisationsAndOtherOperationGrounds,providedServices,funds,principalOfAnAgent,servicesDescription,dateOfRegistration,reprimands,businessZipCode,businessCity,tiedAgents
770,SRO Suomen Riskienhallintaosakeyhtiö,,1710535-1,,Linjatie 2,,,,01260,VANTAA,Finland,0500 707 345,,www.suomenriskienhallinta.fi,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
771,St1 Finance Ltd,,2789887-7,,PL 68,,,,00521,HELSINKI,Finland,0105 5711,,,"[{'groupNumber': 4930, 'groupName': 'Payment institution (no issuance of e-money)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Authorization (Payment Institution)'}],"[{'serviceName': '1 Services enabling cash to be placed on a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '2 Services enabling cash withdrawals from a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
772,"Stadshypotek AB (publ), filialverksamheten i Finland",,2386282-6,,Alexandersgatan 11,,,,00100,HELSINGFORS,Finland,01044411,010444 2299,,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}]",[],"[{'name': 'Elina Ronkanen-Minogue', 'telephoneNumber': '+358 9 183 5434', 'role': ''}]",[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
773,Sunilan Sairauskassa,,0225795-0,,Valliniemenkatu 4 A 1-2,,,,48900,KOTKA,Finland,(05) 262 563,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
774,Suomen Asiakastieto Oy,,0111027-9,,Hermannin Rantatie 6,,,,00580,HELSINKI,Finland,,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],[{'serviceName': '8 Account information services'}],[],[],,,,,,[]
775,Suomen Asuntohypopankki Oy,,0362481-2,,PL 509,,,,00101,HELSINKI,Finland,(09) 228361,(09) 647 443,http://www.hypo.fi,"[{'groupNumber': 1110, 'groupName': 'Commercial banks'}]",[],"[{'name': 'Päivi Saari-Halonen', 'telephoneNumber': '+358 9 183 5290', 'role': ''}]",[{'authorisationName': 'Authorisation (credit institution)'}],[],[],[],,,,,,[]
776,Suomen Elintarviketyöläisten Työttömyyskassa - Finlands Livsmedelsarbetares Arbetslöshetskassa,,0579949-9,,Asemamiehenkatu 2,,,,00520,Helsinki,Finland,020 774 004,020 774 0804,http://www.selry.fi,"[{'groupNumber': 3700, 'groupName': 'Unemployment funds'}]",[],"[{'name': 'Tea Holmström', 'telephoneNumber': '+358 9 183 5563', 'role': ''}]",[{'authorisationName': 'The Unemployment Fund has authorisation'}],[],[],[],,,,,,[]
777,Suomen Hypoteekkiyhdistyksen Eläkesäätiö,,0116929-7,,c/o Porasto Oy,Arabiankatu 12,,,00560,HELSINKI,Finland,0505857285,,,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Vesa Hänninen', 'telephoneNumber': '+358 9 183 5535', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
778,Suomen Kansallisteatterin Näyttämöväen Vakuutuskassa,,0200109-0,,Läntinen Teatterikuja 1 b,,,,00100,HELSINKI,Finland,010 733 1402,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
779,Suomen Kansallisteatterin Näyttelijäin Eläkekassa,,0200108-2,,Läntinen Teatterikuja 1 B,,,,00100,HELSINKI,Finland,040 548 6826,,,"[{'groupNumber': 3430, 'groupName': 'Industry-wide pension funds'}]",[],"[{'name': 'Anna Keinänen', 'telephoneNumber': '+358 9 183 5536', 'role': ''}]",[{'authorisationName': 'Industry-wide pension fund is registered'}],[],[],[],,,,,,[]
780,Suomen Trikoon sairauskassa,,0432638-2,,Annalankatu 4 C 18,,,,33710,TAMPERE,Finland,0503265473,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
781,Suomenselän Osuuspankki,,0195152-9,,Ollintie 14,,,,86800,PYHÄSALMI,Finland,0102576501,0102576511,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
782,SuoraTyö Oy,,2402870-2,,Kasarmintie 15,,,,90130,OULU,Finland,040 192 4200,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '1 Services enabling cash to be placed on a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '2 Services enabling cash withdrawals from a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
783,Super työttömyyskassa,,0222437-4,,PL 117,,,,00521,HELSINKI,Finland,(09) 2727 9399,(09) 278 6531,http://www.supertk.fi,"[{'groupNumber': 3700, 'groupName': 'Unemployment funds'}]",[],"[{'name': 'Tea Holmström', 'telephoneNumber': '+358 9 183 5563', 'role': ''}]",[{'authorisationName': 'The Unemployment Fund has authorisation'}],[],[],[],,,,,,[]
784,Superhero Capital Ltd,,2696309-1,,c/o Jakob Storå,Iso Roobertinkatu 12 A 7,,,00120,Helsinki,Finland,050 374 0741,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Superhero Venture Fund 2015 Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Superhero Venture Fund 2020 Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Superhero Venture Fund 2020 Feeder Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
785,Suunta Meklarit Oy,,2733310-4,,Hallituskatu 13-17 C 19,,,,90100,OULU,Finland,0408097999,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
786,Suupohjan Osuuspankki,,0886725-8,,Topeeka 31,,,,61800,KAUHAJOKI,Finland,(06) 230 4111,(06) 231 2999,www.suupohjanosuuspankki.fi,"[{'groupNumber': 1140, 'groupName': 'Local cooperative banks'}]",[],"[{'name': 'Päivi Saari-Halonen', 'telephoneNumber': '+358 9 183 5290', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Execution of orders'}, {'authorisationName': 'Dealing on own account'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Placing of financial instruments without a firm commitment basis'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
787,Suur-Savon Osuuspankki,,2356839-5,,PL 159,,,,55101,MIKKELI,Finland,0102552601,0102552513,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
788,"Svea Ekonomi AB, Filial i Finland",,1774535-9,,Mechelininkatu 1 A,,,,00180,HELSINKI,Finland,09 4242 300,,,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}]",[],[],[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
789,Svea Payments Ltd,,2121703-0,,Mechelininkatu 1 a,,,,00180,HELSINKI,Finland,Karvinen:+358 405020,093213301,www.maksuturva.fi,"[{'groupNumber': 4930, 'groupName': 'Payment institution (no issuance of e-money)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Authorization (Payment Institution)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
790,"Svenska Handelsbanken AB (publ), Branch Operation in Finland",,0861597-4,,Itämerenkatu 11-13,,,,00180,HELSINKI,Finland,010 444 11,010 444 2299,http://www.handelsbanken.fi,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}, {'groupNumber': 3370, 'groupName': ""Foreign insurance intermediaries' representative offices in Finland (from EEA countries)""}]",[],"[{'name': 'Elina Ronkanen-Minogue', 'telephoneNumber': '+358 9 183 5434', 'role': ''}]",[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
791,"Swedbank AB (publ), Finnish Branch",,1973378-1,,PB 1107,,,,00101,HELSINGFORS,Finland,020 746 9100,020 746 9101,http://www.swedbank.fi,"[{'groupNumber': 1630, 'groupName': ""Foreign credit institutions' branches in Finland from EEA countries""}, {'groupNumber': 3370, 'groupName': ""Foreign insurance intermediaries' representative offices in Finland (from EEA countries)""}]",[],[],[{'authorisationName': 'Notification of the branch'}],[],[],[],,,,,,[]
792,Systematic alpha Ltd,,2906376-9,,Kalasatamankatu 9 A 266,,,,00580,Helsinki,Finland,,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Systematic alpha I Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,2020-07-02T00:00:00,,,,[]
793,T & B Capital Oy Ab,,2103361-0,,Fredrikinkatu 25 A 8,,,,00120,HELSINKI,Finland,09 678 909,09 678 308,http://www.tbcapital.fi/,"[{'groupNumber': 2400, 'groupName': 'Investment firms'}]",[],"[{'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ' (principal)'}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Other services related to investment services'}]",[],[],[],,,,,,[]
794,T.H.Hiltunen Ky,,2051386-6,,Evakkotie 39,,,,96100,ROVANIEMI,Finland,0400 672 347,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
795,Taaleri Energia Funds Management Ltd,,2833245-3,,Kasarmikatu 21 B,,,,00130,Helsinki,Finland,+358 46 714 7100,,www.taaleri.com/energia,"[{'groupNumber': 4937, 'groupName': 'Authorised Alternative Investment Fund Managers'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ' (principal)'}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Alternative Investment Fund Management - Private equity strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Funds of funds strategy'}]",[],[],[],,,,,,[]
796,Taaleri Fund Management Ltd,,2062840-1,,Kasarmikatu 21 B,,,,00130,HELSINKI,Finland,046 714 7100,09 278 5285,http://www.taaleritehdas.fi/,"[{'groupNumber': 2500, 'groupName': 'Management companies'}, {'groupNumber': 4937, 'groupName': 'Authorised Alternative Investment Fund Managers'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ' (principal)'}, {'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ''}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Alternative Investment Fund Management - Hedgefund strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Private equity strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Real estate strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Other strategy'}, {'authorisationName': 'Investment fund activity'}, {'authorisationName': 'Activities related to investment funds'}]",[],"[{'fundName': 'Sijoitusrahasto Taaleri Arvo Markka Osake', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Vakaa Korko', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Yrityskorko', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Globaali Osake', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Allokaatio 25', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Mikro Markka Osake', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Korkeammat Korot', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Aktiivi', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Arvo Kruunu Osake', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Mikro Rein Osake', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Maltillinen Omistaja', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Rohkea Omistaja', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Varovainen Omistaja', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Lyhyet Korot', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Uusi Eurooppa Osake', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Allokaatio 50', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Arvo Rein Osake', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Sijoitusrahasto Taaleri Euroopan Kassakoneet Osake', 'fundType': 'Suomalainen UCITS-rahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Globaali Korko', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Vaihtoehtoiset', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Kiinteistöt', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Impakti', 'fundType': 'Suomalainen erikoissijoitusrahasto'}, {'fundName': 'Erikoissijoitusrahasto Taaleri Mikro Kruunu Osake', 'fundType': 'Suomalainen erikoissijoitusrahasto'}]",[],,,,,,[]
797,Taaleri Plc,,2234823-5,,Kasarmikatu 21 B,,,,00130,HELSINKI,Finland,010 836 2100,,http://www.taaleritehdas.fi/,"[{'groupNumber': 1420, 'groupName': 'Holding companies of financial and insurance conglomerates'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ''}, {'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ''}]",[{'authorisationName': 'Decision of the conglomerates holding company'}],[],[],[],,,,,,[]
798,Taaleri Private Equity Funds Ltd,,2264327-7,,Kluuvikatu 3,,,,00100,HELSINKI,Finland,046 714 7100,(09) 278 5285,www.taaleritehdas.fi,"[{'groupNumber': 4937, 'groupName': 'Authorised Alternative Investment Fund Managers'}]",[],"[{'name': 'Raija Railas', 'telephoneNumber': '+358 9 183 5235', 'role': ' (principal)'}, {'name': 'Katarina Pesola', 'telephoneNumber': '+358 9 183 5243', 'role': ''}, {'name': 'Heidi Tähtinen', 'telephoneNumber': '+358 9 183 5314', 'role': ''}]","[{'authorisationName': 'Alternative Investment Fund Management - Private equity strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Real estate strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Funds of funds strategy'}, {'authorisationName': 'Alternative Investment Fund Management - Other strategy'}]",[],"[{'fundName': 'Taaleritehtaan Tuulitehdas II Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Tuulitehdas II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Biotehdas I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Metsärahasto III Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Afrikka Rahaston Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Metsärahasto III Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Afrikka Rahasto I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Tuulitehdas II Syöttörahasto II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Asuntorahasto VI Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Tonttirahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleritehtaan Tonttirahaston Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'TT Kiinteistökehitys A-sarja Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'TT Kiinteistökehitys B-sarja Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kiinteistökehitysrahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'TT Kiinteistökehitysrahasto C-sarja Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kiertotalous Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kiertotalous Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kiertotalous Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulitehdas III Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulitehdas III Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulitehdas III Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tonttirahasto II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tonttirahasto II Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tonttirahasto II Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tonttirahasto II Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Vuokrakoti Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Vuokrakoti Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Afrikka Rahasto II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Afrikka Rahasto II Syöttörahasto Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Afrikka Rahasto II Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Afrikka Rahasto II Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli Omistajat B Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tallikiinteistöt Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tallikiinteistöt Henkilökunta Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tallikiinteistöt Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tallikiinteistöt Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tallikiinteistöt Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli II Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Aurinkotuuli II Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulirahasto IV Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulirahasto IV Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulirahasto IV Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulirahasto IV Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Tuulirahasto IV Henkilökunta Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Päiväkotikiinteistöt Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Päiväkotikiinteistöt Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Päiväkotikiinteistöt Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Päiväkotikiinteistöt Omistajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Päiväkotikiinteistöt Henkilökunta Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kasvurahastot I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kasvurahastot I Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Kasvurahastot I Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Velkarahastot I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Velkarahastot I Rahoittajat Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Taaleri Velkarahastot I Sijoittajat Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
